Time (s),Altitude (m),Velocity (m/s),Mass (kg),Fuel (%),Air Density (kg/m^3),Drag Force (N),Drag Accel (m/s^2),Heat Rate (W/m^2),Total Heat (J/m^2),Surface Temp (K)
29.40,21536.61,1634.53,17107.87,35.54,0.00,0.00,0.00,0.00,3524.26,1.76
29.50,21700.84,1642.32,17064.17,35.32,0.00,0.00,0.00,0.00,3524.26,1.76
29.60,21865.85,1650.14,17020.47,35.10,0.00,0.00,0.00,0.00,3524.26,1.76
29.70,22031.65,1657.98,16976.77,34.88,0.00,0.00,0.00,0.00,3524.26,1.76
29.80,22198.23,1665.84,16933.07,34.67,0.00,0.00,0.00,0.00,3524.26,1.76
29.90,22365.61,1673.72,16889.36,34.45,0.00,0.00,0.00,0.00,3524.26,1.76
30.00,22533.77,1681.62,16845.66,34.23,0.00,0.00,0.00,0.00,3524.26,1.76
30.10,22702.72,1689.55,16801.96,34.01,0.00,0.00,0.00,0.00,3524.26,1.76
30.20,22872.48,1697.51,16758.26,33.79,0.00,0.00,0.00,0.00,3524.26,1.76
30.30,23043.02,1705.48,16714.55,33.57,0.00,0.00,0.00,0.00,3524.26,1.76
30.40,23214.37,1713.48,16670.85,33.35,0.00,0.00,0.00,0.00,3524.26,1.76
30.50,23386.52,1721.50,16627.15,33.14,0.00,0.00,0.00,0.00,3524.26,1.76
30.60,23559.48,1729.55,16583.45,32.92,0.00,0.00,0.00,0.00,3524.26,1.76
30.70,23733.24,1737.62,16539.75,32.70,0.00,0.00,0.00,0.00,3524.26,1.76
30.80,23907.81,1745.72,16496.04,32.48,0.00,0.00,0.00,0.00,3524.26,1.76
30.90,24083.19,1753.83,16452.34,32.26,0.00,0.00,0.00,0.00,3524.26,1.76
31.00,24259.39,1761.98,16408.64,32.04,0.00,0.00,0.00,0.00,3524.26,1.76
31.10,24436.41,1770.14,16364.94,31.82,0.00,0.00,0.00,0.00,3524.26,1.76
31.20,24614.24,1778.34,16321.24,31.61,0.00,0.00,0.00,0.00,3524.26,1.76
31.30,24792.90,1786.55,16277.53,31.39,0.00,0.00,0.00,0.00,3524.26,1.76
31.40,24972.37,1794.79,16233.83,31.17,0.00,0.00,0.00,0.00,3524.26,1.76
31.50,25152.68,1803.06,16190.13,30.95,0.00,0.00,0.00,0.00,3524.26,1.76
31.60,25333.81,1811.35,16146.43,30.73,0.00,0.00,0.00,0.00,3524.26,1.76
31.70,25515.78,1819.66,16102.72,30.51,0.00,0.00,0.00,0.00,3524.26,1.76
31.80,25698.58,1828.01,16059.02,30.30,0.00,0.00,0.00,0.00,3524.26,1.76
31.90,25882.22,1836.37,16015.32,30.08,0.00,0.00,0.00,0.00,3524.26,1.76
32.00,26066.70,1844.76,15971.62,29.86,0.00,0.00,0.00,0.00,3524.26,1.76
32.10,26252.01,1853.18,15927.92,29.64,0.00,0.00,0.00,0.00,3524.26,1.76
32.20,26438.18,1861.62,15884.21,29.42,0.00,0.00,0.00,0.00,3524.26,1.76
32.30,26625.19,1870.09,15840.51,29.20,0.00,0.00,0.00,0.00,3524.26,1.76
32.40,26813.04,1878.59,15796.81,28.98,0.00,0.00,0.00,0.00,3524.26,1.76
32.50,27001.76,1887.11,15753.11,28.77,0.00,0.00,0.00,0.00,3524.26,1.76
32.60,27191.32,1895.66,15709.41,28.55,0.00,0.00,0.00,0.00,3524.26,1.76
32.70,27381.74,1904.23,15665.70,28.33,0.00,0.00,0.00,0.00,3524.26,1.76
32.80,27573.03,1912.84,15622.00,28.11,0.00,0.00,0.00,0.00,3524.26,1.76
32.90,27765.17,1921.46,15578.30,27.89,0.00,0.00,0.00,0.00,3524.26,1.76
33.00,27958.19,1930.12,15534.60,27.67,0.00,0.00,0.00,0.00,3524.26,1.76
33.10,28152.07,1938.80,15490.90,27.45,0.00,0.00,0.00,0.00,3524.26,1.76
33.20,28346.82,1947.51,15447.19,27.24,0.00,0.00,0.00,0.00,3524.26,1.76
33.30,28542.44,1956.25,15403.49,27.02,0.00,0.00,0.00,0.00,3524.26,1.76
33.40,28738.94,1965.01,15359.79,26.80,0.00,0.00,0.00,0.00,3524.26,1.76
33.50,28936.32,1973.81,15316.09,26.58,0.00,0.00,0.00,0.00,3524.26,1.76
33.60,29134.59,1982.63,15272.38,26.36,0.00,0.00,0.00,0.00,3524.26,1.76
33.70,29333.74,1991.48,15228.68,26.14,0.00,0.00,0.00,0.00,3524.26,1.76
33.80,29533.77,2000.35,15184.98,25.92,0.00,0.00,0.00,0.00,3524.26,1.76
33.90,29734.70,2009.26,15141.28,25.71,0.00,0.00,0.00,0.00,3524.26,1.76
34.00,29936.52,2018.19,15097.58,25.49,0.00,0.00,0.00,0.00,3524.26,1.76
34.10,30139.23,2027.15,15053.87,25.27,0.00,0.00,0.00,0.00,3524.26,1.76
34.20,30342.84,2036.14,15010.17,25.05,0.00,0.00,0.00,0.00,3524.26,1.76
34.30,30547.36,2045.17,14966.47,24.83,0.00,0.00,0.00,0.00,3524.26,1.76
34.40,30752.78,2054.22,14922.77,24.61,0.00,0.00,0.00,0.00,3524.26,1.76
34.50,30959.11,2063.29,14879.07,24.40,0.00,0.00,0.00,0.00,3524.26,1.76
34.60,31166.35,2072.40,14835.36,24.18,0.00,0.00,0.00,0.00,3524.26,1.76
34.70,31374.51,2081.54,14791.66,23.96,0.00,0.00,0.00,0.00,3524.26,1.76
34.80,31583.58,2090.71,14747.96,23.74,0.00,0.00,0.00,0.00,3524.26,1.76
34.90,31793.57,2099.91,14704.26,23.52,0.00,0.00,0.00,0.00,3524.26,1.76
35.00,32004.48,2109.14,14660.55,23.30,0.00,0.00,0.00,0.00,3524.26,1.76
35.10,32216.32,2118.40,14616.85,23.08,0.00,0.00,0.00,0.00,3524.26,1.76
35.20,32429.09,2127.69,14573.15,22.87,0.00,0.00,0.00,0.00,3524.26,1.76
35.30,32642.79,2137.01,14529.45,22.65,0.00,0.00,0.00,0.00,3524.26,1.76
35.40,32857.43,2146.36,14485.75,22.43,0.00,0.00,0.00,0.00,3524.26,1.76
35.50,33073.00,2155.74,14442.04,22.21,0.00,0.00,0.00,0.00,3524.26,1.76
35.60,33289.52,2165.16,14398.34,21.99,0.00,0.00,0.00,0.00,3524.26,1.76
35.70,33506.98,2174.60,14354.64,21.77,0.00,0.00,0.00,0.00,3524.26,1.76
35.80,33725.39,2184.08,14310.94,21.55,0.00,0.00,0.00,0.00,3524.26,1.76
35.90,33944.75,2193.59,14267.24,21.34,0.00,0.00,0.00,0.00,3524.26,1.76
36.00,34165.06,2203.13,14223.53,21.12,0.00,0.00,0.00,0.00,3524.26,1.76
36.10,34386.33,2212.71,14179.83,20.90,0.00,0.00,0.00,0.00,3524.26,1.76
36.20,34608.56,2222.31,14136.13,20.68,0.00,0.00,0.00,0.00,3524.26,1.76
36.30,34831.76,2231.95,14092.43,20.46,0.00,0.00,0.00,0.00,3524.26,1.76
36.40,35055.92,2241.63,14048.72,20.24,0.00,0.00,0.00,0.00,3524.26,1.76
36.50,35281.05,2251.33,14005.02,20.03,0.00,0.00,0.00,0.00,3524.26,1.76
36.60,35507.16,2261.07,13961.32,19.81,0.00,0.00,0.00,0.00,3524.26,1.76
36.70,35734.24,2270.84,13917.62,19.59,0.00,0.00,0.00,0.00,3524.26,1.76
36.80,35962.31,2280.65,13873.92,19.37,0.00,0.00,0.00,0.00,3524.26,1.76
36.90,36191.36,2290.49,13830.21,19.15,0.00,0.00,0.00,0.00,3524.26,1.76
37.00,36421.39,2300.37,13786.51,18.93,0.00,0.00,0.00,0.00,3524.26,1.76
37.10,36652.42,2310.28,13742.81,18.71,0.00,0.00,0.00,0.00,3524.26,1.76
37.20,36884.44,2320.22,13699.11,18.50,0.00,0.00,0.00,0.00,3524.26,1.76
37.30,37117.46,2330.20,13655.41,18.28,0.00,0.00,0.00,0.00,3524.26,1.76
37.40,37351.48,2340.21,13611.70,18.06,0.00,0.00,0.00,0.00,3524.26,1.76
37.50,37586.51,2350.26,13568.00,17.84,0.00,0.00,0.00,0.00,3524.26,1.76
37.60,37822.55,2360.35,13524.30,17.62,0.00,0.00,0.00,0.00,3524.26,1.76
37.70,38059.59,2370.47,13480.60,17.40,0.00,0.00,0.00,0.00,3524.26,1.76
37.80,38297.66,2380.62,13436.90,17.18,0.00,0.00,0.00,0.00,3524.26,1.76
37.90,38536.74,2390.82,13393.19,16.97,0.00,0.00,0.00,0.00,3524.26,1.76
38.00,38776.84,2401.05,13349.49,16.75,0.00,0.00,0.00,0.00,3524.26,1.76
38.10,39017.97,2411.31,13305.79,16.53,0.00,0.00,0.00,0.00,3524.26,1.76
38.20,39260.13,2421.62,13262.09,16.31,0.00,0.00,0.00,0.00,3524.26,1.76
38.30,39503.33,2431.96,13218.38,16.09,0.00,0.00,0.00,0.00,3524.26,1.76
38.40,39747.56,2442.33,13174.68,15.87,0.00,0.00,0.00,0.00,3524.26,1.76
38.50,39992.84,2452.75,13130.98,15.65,0.00,0.00,0.00,0.00,3524.26,1.76
38.60,40239.16,2463.20,13087.28,15.44,0.00,0.00,0.00,0.00,3524.26,1.76
38.70,40486.53,2473.70,13043.58,15.22,0.00,0.00,0.00,0.00,3524.26,1.76
38.80,40734.95,2484.23,12999.87,15.00,0.00,0.00,0.00,0.00,3524.26,1.76
38.90,40984.43,2494.79,12956.17,14.78,0.00,0.00,0.00,0.00,3524.26,1.76
39.00,41234.97,2505.40,12912.47,14.56,0.00,0.00,0.00,0.00,3524.26,1.76
39.10,41486.58,2516.05,12868.77,14.34,0.00,0.00,0.00,0.00,3524.26,1.76
39.20,41739.25,2526.74,12825.07,14.13,0.00,0.00,0.00,0.00,3524.26,1.76
39.30,41993.00,2537.46,12781.36,13.91,0.00,0.00,0.00,0.00,3524.26,1.76
39.40,42247.82,2548.23,12737.66,13.69,0.00,0.00,0.00,0.00,3524.26,1.76
39.50,42503.72,2559.04,12693.96,13.47,0.00,0.00,0.00,0.00,3524.26,1.76
39.60,42760.71,2569.88,12650.26,13.25,0.00,0.00,0.00,0.00,3524.26,1.76
39.70,43018.79,2580.77,12606.55,13.03,0.00,0.00,0.00,0.00,3524.26,1.76
39.80,43277.96,2591.70,12562.85,12.81,0.00,0.00,0.00,0.00,3524.26,1.76
39.90,43538.23,2602.67,12519.15,12.60,0.00,0.00,0.00,0.00,3524.26,1.76
40.00,43799.59,2613.69,12475.45,12.38,0.00,0.00,0.00,0.00,3524.26,1.76
40.10,44062.07,2624.74,12431.75,12.16,0.00,0.00,0.00,0.00,3524.26,1.76
40.20,44325.65,2635.84,12388.04,11.94,0.00,0.00,0.00,0.00,3524.26,1.76
40.30,44590.35,2646.98,12344.34,11.72,0.00,0.00,0.00,0.00,3524.26,1.76
40.40,44856.17,2658.16,12300.64,11.50,0.00,0.00,0.00,0.00,3524.26,1.76
40.50,45123.11,2669.39,12256.94,11.28,0.00,0.00,0.00,0.00,3524.26,1.76
40.60,45391.17,2680.66,12213.24,11.07,0.00,0.00,0.00,0.00,3524.26,1.76
40.70,45660.37,2691.97,12169.53,10.85,0.00,0.00,0.00,0.00,3524.26,1.76
40.80,45930.70,2703.33,12125.83,10.63,0.00,0.00,0.00,0.00,3524.26,1.76
40.90,46202.18,2714.73,12082.13,10.41,0.00,0.00,0.00,0.00,3524.26,1.76
41.00,46474.79,2726.18,12038.43,10.19,0.00,0.00,0.00,0.00,3524.26,1.76
41.10,46748.56,2737.67,11994.73,9.97,0.00,0.00,0.00,0.00,3524.26,1.76
41.20,47023.48,2749.21,11951.02,9.76,0.00,0.00,0.00,0.00,3524.26,1.76
41.30,47299.56,2760.79,11907.32,9.54,0.00,0.00,0.00,0.00,3524.26,1.76
41.40,47576.80,2772.42,11863.62,9.32,0.00,0.00,0.00,0.00,3524.26,1.76
41.50,47855.21,2784.10,11819.92,9.10,0.00,0.00,0.00,0.00,3524.26,1.76
41.60,48134.79,2795.82,11776.21,8.88,0.00,0.00,0.00,0.00,3524.26,1.76
41.70,48415.55,2807.59,11732.51,8.66,0.00,0.00,0.00,0.00,3524.26,1.76
41.80,48697.50,2819.41,11688.81,8.44,0.00,0.00,0.00,0.00,3524.26,1.76
41.90,48980.62,2831.28,11645.11,8.23,0.00,0.00,0.00,0.00,3524.26,1.76
42.00,49264.94,2843.19,11601.41,8.01,0.00,0.00,0.00,0.00,3524.26,1.76
42.10,49550.46,2855.15,11557.70,7.79,0.00,0.00,0.00,0.00,3524.26,1.76
42.20,49837.17,2867.16,11514.00,7.57,0.00,0.00,0.00,0.00,3524.26,1.76
42.30,50125.10,2879.22,11470.30,7.35,0.00,0.00,0.00,0.00,3524.26,1.76
42.40,50414.23,2891.33,11426.60,7.13,0.00,0.00,0.00,0.00,3524.26,1.76
42.50,50704.58,2903.50,11382.90,6.91,0.00,0.00,0.00,0.00,3524.26,1.76
42.60,50996.15,2915.71,11339.19,6.70,0.00,0.00,0.00,0.00,3524.26,1.76
42.70,51288.95,2927.97,11295.49,6.48,0.00,0.00,0.00,0.00,3524.26,1.76
42.80,51582.97,2940.28,11251.79,6.26,0.00,0.00,0.00,0.00,3524.26,1.76
42.90,51878.24,2952.65,11208.09,6.04,0.00,0.00,0.00,0.00,3524.26,1.76
43.00,52174.74,2965.06,11164.38,5.82,0.00,0.00,0.00,0.00,3524.26,1.76
43.10,52472.50,2977.53,11120.68,5.60,0.00,0.00,0.00,0.00,3524.26,1.76
43.20,52771.50,2990.06,11076.98,5.38,0.00,0.00,0.00,0.00,3524.26,1.76
43.30,53071.77,3002.63,11033.28,5.17,0.00,0.00,0.00,0.00,3524.26,1.76
43.40,53373.29,3015.26,10989.58,4.95,0.00,0.00,0.00,0.00,3524.26,1.76
43.50,53676.09,3027.94,10945.87,4.73,0.00,0.00,0.00,0.00,3524.26,1.76
43.60,53980.16,3040.68,10902.17,4.51,0.00,0.00,0.00,0.00,3524.26,1.76
43.70,54285.50,3053.48,10858.47,4.29,0.00,0.00,0.00,0.00,3524.26,1.76
43.80,54592.14,3066.32,10814.77,4.07,0.00,0.00,0.00,0.00,3524.26,1.76
43.90,54900.06,3079.23,10771.07,3.86,0.00,0.00,0.00,0.00,3524.26,1.76
44.00,55209.28,3092.19,10727.36,3.64,0.00,0.00,0.00,0.00,3524.26,1.76
44.10,55519.80,3105.21,10683.66,3.42,0.00,0.00,0.00,0.00,3524.26,1.76
44.20,55831.63,3118.28,10639.96,3.20,0.00,0.00,0.00,0.00,3524.26,1.76
44.30,56144.77,3131.41,10596.26,2.98,0.00,0.00,0.00,0.00,3524.26,1.76
44.40,56459.23,3144.61,10552.56,2.76,0.00,0.00,0.00,0.00,3524.26,1.76
44.50,56775.01,3157.86,10508.85,2.54,0.00,0.00,0.00,0.00,3524.26,1.76
44.60,57092.13,3171.16,10465.15,2.33,0.00,0.00,0.00,0.00,3524.26,1.76
44.70,57410.58,3184.53,10421.45,2.11,0.00,0.00,0.00,0.00,3524.26,1.76
44.80,57730.38,3197.96,10377.75,1.89,0.00,0.00,0.00,0.00,3524.26,1.76
44.90,58051.52,3211.45,10334.04,1.67,0.00,0.00,0.00,0.00,3524.26,1.76
45.00,58374.02,3225.00,10290.34,1.45,0.00,0.00,0.00,0.00,3524.26,1.76
45.10,58697.89,3238.61,10246.64,1.23,0.00,0.00,0.00,0.00,3524.26,1.76
45.20,59023.12,3252.29,10202.94,1.01,0.00,0.00,0.00,0.00,3524.26,1.76
45.30,59349.72,3266.03,10159.24,0.80,0.00,0.00,0.00,0.00,3524.26,1.76
45.40,59677.70,3279.83,10115.53,0.58,0.00,0.00,0.00,0.00,3524.26,1.76
45.50,60007.07,3293.69,10071.83,0.36,0.00,0.00,0.00,0.00,3524.26,1.76
45.60,60337.83,3307.62,10028.13,0.14,0.00,0.00,0.00,0.00,3524.26,1.76
45.70,60669.99,3321.62,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
45.80,61002.06,3320.65,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
45.90,61334.03,3319.69,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
46.00,61665.90,3318.73,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
46.10,61997.68,3317.76,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
46.20,62329.36,3316.80,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
46.30,62660.94,3315.84,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
46.40,62992.43,3314.87,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
46.50,63323.82,3313.91,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
46.60,63655.11,3312.95,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
46.70,63986.31,3311.99,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
46.80,64317.41,3311.02,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
46.90,64648.42,3310.06,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
47.00,64979.33,3309.10,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
47.10,65310.14,3308.14,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
47.20,65640.86,3307.17,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
47.30,65971.48,3306.21,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
47.40,66302.01,3305.25,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
47.50,66632.44,3304.29,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
47.60,66962.77,3303.33,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
47.70,67293.01,3302.36,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
47.80,67623.15,3301.40,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
47.90,67953.19,3300.44,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
48.00,68283.14,3299.48,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
48.10,68612.99,3298.52,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
48.20,68942.75,3297.56,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
48.30,69272.40,3296.60,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
48.40,69601.97,3295.64,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
48.50,69931.44,3294.67,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
48.60,70260.81,3293.71,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
48.70,70590.08,3292.75,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
48.80,70919.26,3291.79,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
48.90,71248.34,3290.83,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
49.00,71577.33,3289.87,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
49.10,71906.22,3288.91,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
49.20,72235.02,3287.95,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
49.30,72563.72,3286.99,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
49.40,72892.32,3286.03,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
49.50,73220.83,3285.07,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
49.60,73549.24,3284.11,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
49.70,73877.55,3283.15,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
49.80,74205.77,3282.19,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
49.90,74533.90,3281.23,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
50.00,74861.92,3280.27,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
50.10,75189.85,3279.31,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
50.20,75517.69,3278.35,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
50.30,75845.43,3277.40,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
50.40,76173.07,3276.44,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
50.50,76500.62,3275.48,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
50.60,76828.07,3274.52,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
50.70,77155.43,3273.56,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
50.80,77482.69,3272.60,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
50.90,77809.85,3271.64,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
51.00,78136.92,3270.68,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
51.10,78463.89,3269.73,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
51.20,78790.77,3268.77,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
51.30,79117.55,3267.81,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
51.40,79444.24,3266.85,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
51.50,79770.83,3265.89,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
51.60,80097.32,3264.94,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
51.70,80423.72,3263.98,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
51.80,80750.02,3263.02,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
51.90,81076.23,3262.06,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
52.00,81402.34,3261.10,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
52.10,81728.35,3260.15,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
52.20,82054.27,3259.19,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
52.30,82380.09,3258.23,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
52.40,82705.82,3257.28,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
52.50,83031.45,3256.32,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
52.60,83356.99,3255.36,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
52.70,83682.43,3254.41,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
52.80,84007.77,3253.45,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
52.90,84333.02,3252.49,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
53.00,84658.18,3251.54,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
53.10,84983.24,3250.58,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
53.20,85308.20,3249.62,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
53.30,85633.06,3248.67,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
53.40,85957.84,3247.71,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
53.50,86282.51,3246.75,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
53.60,86607.09,3245.80,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
53.70,86931.57,3244.84,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
53.80,87255.96,3243.89,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
53.90,87580.26,3242.93,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
54.00,87904.45,3241.98,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
54.10,88228.56,3241.02,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
54.20,88552.56,3240.06,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
54.30,88876.47,3239.11,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
54.40,89200.29,3238.15,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
54.50,89524.01,3237.20,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
54.60,89847.63,3236.24,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
54.70,90171.16,3235.29,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
54.80,90494.60,3234.33,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
54.90,90817.93,3233.38,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
55.00,91141.18,3232.43,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
55.10,91464.32,3231.47,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
55.20,91787.38,3230.52,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
55.30,92110.33,3229.56,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
55.40,92433.19,3228.61,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
55.50,92755.96,3227.65,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
55.60,93078.63,3226.70,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
55.70,93401.20,3225.75,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
55.80,93723.68,3224.79,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
55.90,94046.07,3223.84,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
56.00,94368.35,3222.88,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
56.10,94690.55,3221.93,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
56.20,95012.64,3220.98,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
56.30,95334.65,3220.02,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
56.40,95656.55,3219.07,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
56.50,95978.37,3218.12,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
56.60,96300.08,3217.17,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
56.70,96621.70,3216.21,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
56.80,96943.23,3215.26,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
56.90,97264.66,3214.31,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
57.00,97586.00,3213.35,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
57.10,97907.24,3212.40,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
57.20,98228.38,3211.45,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
57.30,98549.43,3210.50,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
57.40,98870.38,3209.54,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
57.50,99191.24,3208.59,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
57.60,99512.01,3207.64,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
57.70,99832.68,3206.69,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
57.80,100153.25,3205.74,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
57.90,100473.73,3204.78,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
58.00,100794.11,3203.83,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
58.10,101114.40,3202.88,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
58.20,101434.59,3201.93,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
