Time (s),Altitude (m),Velocity (m/s),Mass (kg),Fuel (%)
183.40,396049.05,1868.88,10000.00,0.00
183.50,396235.85,1868.01,10000.00,0.00
183.60,396422.57,1867.14,10000.00,0.00
183.70,396609.19,1866.26,10000.00,0.00
183.80,396795.73,1865.39,10000.00,0.00
183.90,396982.18,1864.52,10000.00,0.00
184.00,397168.55,1863.65,10000.00,0.00
184.10,397354.83,1862.78,10000.00,0.00
184.20,397541.02,1861.91,10000.00,0.00
184.30,397727.12,1861.04,10000.00,0.00
184.40,397913.14,1860.17,10000.00,0.00
184.50,398099.07,1859.30,10000.00,0.00
184.60,398284.92,1858.43,10000.00,0.00
184.70,398470.67,1857.56,10000.00,0.00
184.80,398656.34,1856.69,10000.00,0.00
184.90,398841.92,1855.82,10000.00,0.00
185.00,399027.42,1854.95,10000.00,0.00
185.10,399212.83,1854.09,10000.00,0.00
185.20,399398.15,1853.22,10000.00,0.00
185.30,399583.38,1852.35,10000.00,0.00
185.40,399768.53,1851.48,10000.00,0.00
185.50,399953.59,1850.61,10000.00,0.00
185.60,400138.57,1849.74,10000.00,0.00
185.70,400323.45,1848.87,10000.00,0.00
185.80,400508.25,1848.00,10000.00,0.00
185.90,400692.97,1847.13,10000.00,0.00
186.00,400877.59,1846.26,10000.00,0.00
186.10,401062.13,1845.39,10000.00,0.00
186.20,401246.58,1844.52,10000.00,0.00
186.30,401430.95,1843.65,10000.00,0.00
186.40,401615.23,1842.78,10000.00,0.00
186.50,401799.42,1841.92,10000.00,0.00
186.60,401983.52,1841.05,10000.00,0.00
186.70,402167.54,1840.18,10000.00,0.00
186.80,402351.47,1839.31,10000.00,0.00
186.90,402535.32,1838.44,10000.00,0.00
187.00,402719.07,1837.57,10000.00,0.00
187.10,402902.74,1836.70,10000.00,0.00
187.20,403086.33,1835.83,10000.00,0.00
187.30,403269.82,1834.96,10000.00,0.00
187.40,403453.23,1834.10,10000.00,0.00
187.50,403636.56,1833.23,10000.00,0.00
187.60,403819.79,1832.36,10000.00,0.00
187.70,404002.94,1831.49,10000.00,0.00
187.80,404186.00,1830.62,10000.00,0.00
187.90,404368.98,1829.75,10000.00,0.00
188.00,404551.87,1828.89,10000.00,0.00
188.10,404734.67,1828.02,10000.00,0.00
188.20,404917.38,1827.15,10000.00,0.00
188.30,405100.01,1826.28,10000.00,0.00
188.40,405282.55,1825.41,10000.00,0.00
188.50,405465.01,1824.55,10000.00,0.00
188.60,405647.38,1823.68,10000.00,0.00
188.70,405829.66,1822.81,10000.00,0.00
188.80,406011.85,1821.94,10000.00,0.00
188.90,406193.96,1821.07,10000.00,0.00
189.00,406375.98,1820.21,10000.00,0.00
189.10,406557.91,1819.34,10000.00,0.00
189.20,406739.76,1818.47,10000.00,0.00
189.30,406921.52,1817.60,10000.00,0.00
189.40,407103.19,1816.74,10000.00,0.00
189.50,407284.78,1815.87,10000.00,0.00
189.60,407466.28,1815.00,10000.00,0.00
189.70,407647.69,1814.13,10000.00,0.00
189.80,407829.02,1813.26,10000.00,0.00
189.90,408010.26,1812.40,10000.00,0.00
190.00,408191.41,1811.53,10000.00,0.00
190.10,408372.48,1810.66,10000.00,0.00
190.20,408553.46,1809.80,10000.00,0.00
190.30,408734.35,1808.93,10000.00,0.00
190.40,408915.16,1808.06,10000.00,0.00
190.50,409095.88,1807.19,10000.00,0.00
190.60,409276.51,1806.33,10000.00,0.00
190.70,409457.05,1805.46,10000.00,0.00
190.80,409637.51,1804.59,10000.00,0.00
190.90,409817.89,1803.73,10000.00,0.00
191.00,409998.17,1802.86,10000.00,0.00
191.10,410178.37,1801.99,10000.00,0.00
191.20,410358.48,1801.13,10000.00,0.00
191.30,410538.51,1800.26,10000.00,0.00
191.40,410718.45,1799.39,10000.00,0.00
191.50,410898.30,1798.53,10000.00,0.00
191.60,411078.07,1797.66,10000.00,0.00
191.70,411257.75,1796.79,10000.00,0.00
191.80,411437.34,1795.93,10000.00,0.00
191.90,411616.85,1795.06,10000.00,0.00
192.00,411796.27,1794.19,10000.00,0.00
192.10,411975.60,1793.33,10000.00,0.00
192.20,412154.84,1792.46,10000.00,0.00
192.30,412334.00,1791.59,10000.00,0.00
192.40,412513.08,1790.73,10000.00,0.00
192.50,412692.06,1789.86,10000.00,0.00
192.60,412870.96,1789.00,10000.00,0.00
192.70,413049.77,1788.13,10000.00,0.00
192.80,413228.50,1787.26,10000.00,0.00
192.90,413407.14,1786.40,10000.00,0.00
193.00,413585.69,1785.53,10000.00,0.00
193.10,413764.16,1784.67,10000.00,0.00
193.20,413942.54,1783.80,10000.00,0.00
193.30,414120.83,1782.93,10000.00,0.00
193.40,414299.04,1782.07,10000.00,0.00
193.50,414477.16,1781.20,10000.00,0.00
193.60,414655.19,1780.34,10000.00,0.00
193.70,414833.14,1779.47,10000.00,0.00
193.80,415011.00,1778.61,10000.00,0.00
193.90,415188.78,1777.74,10000.00,0.00
194.00,415366.46,1776.87,10000.00,0.00
194.10,415544.06,1776.01,10000.00,0.00
194.20,415721.58,1775.14,10000.00,0.00
194.30,415899.01,1774.28,10000.00,0.00
194.40,416076.35,1773.41,10000.00,0.00
194.50,416253.60,1772.55,10000.00,0.00
194.60,416430.77,1771.68,10000.00,0.00
194.70,416607.85,1770.82,10000.00,0.00
194.80,416784.85,1769.95,10000.00,0.00
194.90,416961.76,1769.09,10000.00,0.00
195.00,417138.58,1768.22,10000.00,0.00
195.10,417315.31,1767.36,10000.00,0.00
195.20,417491.96,1766.49,10000.00,0.00
195.30,417668.53,1765.63,10000.00,0.00
195.40,417845.00,1764.76,10000.00,0.00
195.50,418021.39,1763.90,10000.00,0.00
195.60,418197.69,1763.03,10000.00,0.00
195.70,418373.91,1762.17,10000.00,0.00
195.80,418550.04,1761.30,10000.00,0.00
195.90,418726.09,1760.44,10000.00,0.00
196.00,418902.04,1759.57,10000.00,0.00
196.10,419077.91,1758.71,10000.00,0.00
196.20,419253.70,1757.84,10000.00,0.00
196.30,419429.40,1756.98,10000.00,0.00
196.40,419605.01,1756.12,10000.00,0.00
196.50,419780.53,1755.25,10000.00,0.00
196.60,419955.97,1754.39,10000.00,0.00
196.70,420131.32,1753.52,10000.00,0.00
196.80,420306.59,1752.66,10000.00,0.00
196.90,420481.77,1751.79,10000.00,0.00
197.00,420656.86,1750.93,10000.00,0.00
197.10,420831.87,1750.07,10000.00,0.00
197.20,421006.79,1749.20,10000.00,0.00
197.30,421181.62,1748.34,10000.00,0.00
197.40,421356.37,1747.47,10000.00,0.00
197.50,421531.03,1746.61,10000.00,0.00
197.60,421705.60,1745.75,10000.00,0.00
197.70,421880.09,1744.88,10000.00,0.00
197.80,422054.49,1744.02,10000.00,0.00
197.90,422228.81,1743.15,10000.00,0.00
198.00,422403.04,1742.29,10000.00,0.00
198.10,422577.18,1741.43,10000.00,0.00
198.20,422751.24,1740.56,10000.00,0.00
198.30,422925.21,1739.70,10000.00,0.00
198.40,423099.09,1738.84,10000.00,0.00
198.50,423272.89,1737.97,10000.00,0.00
198.60,423446.60,1737.11,10000.00,0.00
198.70,423620.22,1736.25,10000.00,0.00
198.80,423793.76,1735.38,10000.00,0.00
198.90,423967.21,1734.52,10000.00,0.00
199.00,424140.58,1733.66,10000.00,0.00
199.10,424313.86,1732.79,10000.00,0.00
199.20,424487.05,1731.93,10000.00,0.00
199.30,424660.16,1731.07,10000.00,0.00
199.40,424833.18,1730.20,10000.00,0.00
199.50,425006.11,1729.34,10000.00,0.00
199.60,425178.96,1728.48,10000.00,0.00
199.70,425351.72,1727.61,10000.00,0.00
199.80,425524.40,1726.75,10000.00,0.00
199.90,425696.99,1725.89,10000.00,0.00
200.00,425869.49,1725.03,10000.00,0.00
200.10,426041.91,1724.16,10000.00,0.00
200.20,426214.24,1723.30,10000.00,0.00
200.30,426386.48,1722.44,10000.00,0.00
200.40,426558.64,1721.57,10000.00,0.00
200.50,426730.71,1720.71,10000.00,0.00
200.60,426902.69,1719.85,10000.00,0.00
200.70,427074.59,1718.99,10000.00,0.00
200.80,427246.40,1718.12,10000.00,0.00
200.90,427418.13,1717.26,10000.00,0.00
201.00,427589.77,1716.40,10000.00,0.00
201.10,427761.32,1715.54,10000.00,0.00
201.20,427932.79,1714.67,10000.00,0.00
201.30,428104.17,1713.81,10000.00,0.00
201.40,428275.47,1712.95,10000.00,0.00
201.50,428446.68,1712.09,10000.00,0.00
201.60,428617.80,1711.23,10000.00,0.00
201.70,428788.83,1710.36,10000.00,0.00
201.80,428959.78,1709.50,10000.00,0.00
201.90,429130.65,1708.64,10000.00,0.00
202.00,429301.43,1707.78,10000.00,0.00
202.10,429472.12,1706.92,10000.00,0.00
202.20,429642.72,1706.05,10000.00,0.00
202.30,429813.24,1705.19,10000.00,0.00
202.40,429983.68,1704.33,10000.00,0.00
202.50,430154.02,1703.47,10000.00,0.00
202.60,430324.28,1702.61,10000.00,0.00
202.70,430494.46,1701.75,10000.00,0.00
202.80,430664.55,1700.88,10000.00,0.00
202.90,430834.55,1700.02,10000.00,0.00
203.00,431004.46,1699.16,10000.00,0.00
203.10,431174.29,1698.30,10000.00,0.00
203.20,431344.04,1697.44,10000.00,0.00
203.30,431513.70,1696.58,10000.00,0.00
203.40,431683.27,1695.71,10000.00,0.00
203.50,431852.75,1694.85,10000.00,0.00
203.60,432022.15,1693.99,10000.00,0.00
203.70,432191.46,1693.13,10000.00,0.00
203.80,432360.69,1692.27,10000.00,0.00
203.90,432529.83,1691.41,10000.00,0.00
204.00,432698.89,1690.55,10000.00,0.00
204.10,432867.86,1689.69,10000.00,0.00
204.20,433036.74,1688.83,10000.00,0.00
204.30,433205.53,1687.96,10000.00,0.00
204.40,433374.25,1687.10,10000.00,0.00
204.50,433542.87,1686.24,10000.00,0.00
204.60,433711.41,1685.38,10000.00,0.00
204.70,433879.86,1684.52,10000.00,0.00
204.80,434048.23,1683.66,10000.00,0.00
204.90,434216.51,1682.80,10000.00,0.00
205.00,434384.70,1681.94,10000.00,0.00
205.10,434552.81,1681.08,10000.00,0.00
205.20,434720.83,1680.22,10000.00,0.00
205.30,434888.76,1679.36,10000.00,0.00
205.40,435056.61,1678.50,10000.00,0.00
205.50,435224.38,1677.64,10000.00,0.00
205.60,435392.06,1676.78,10000.00,0.00
205.70,435559.65,1675.92,10000.00,0.00
205.80,435727.15,1675.05,10000.00,0.00
205.90,435894.57,1674.19,10000.00,0.00
206.00,436061.91,1673.33,10000.00,0.00
206.10,436229.15,1672.47,10000.00,0.00
206.20,436396.31,1671.61,10000.00,0.00
206.30,436563.39,1670.75,10000.00,0.00
206.40,436730.38,1669.89,10000.00,0.00
206.50,436897.28,1669.03,10000.00,0.00
206.60,437064.10,1668.17,10000.00,0.00
206.70,437230.83,1667.31,10000.00,0.00
206.80,437397.48,1666.45,10000.00,0.00
206.90,437564.04,1665.59,10000.00,0.00
207.00,437730.51,1664.73,10000.00,0.00
207.10,437896.90,1663.87,10000.00,0.00
207.20,438063.20,1663.01,10000.00,0.00
207.30,438229.41,1662.15,10000.00,0.00
207.40,438395.54,1661.30,10000.00,0.00
207.50,438561.59,1660.44,10000.00,0.00
207.60,438727.54,1659.58,10000.00,0.00
207.70,438893.42,1658.72,10000.00,0.00
207.80,439059.20,1657.86,10000.00,0.00
207.90,439224.90,1657.00,10000.00,0.00
208.00,439390.52,1656.14,10000.00,0.00
208.10,439556.04,1655.28,10000.00,0.00
208.20,439721.48,1654.42,10000.00,0.00
208.30,439886.84,1653.56,10000.00,0.00
208.40,440052.11,1652.70,10000.00,0.00
208.50,440217.30,1651.84,10000.00,0.00
208.60,440382.39,1650.98,10000.00,0.00
208.70,440547.41,1650.12,10000.00,0.00
208.80,440712.33,1649.26,10000.00,0.00
208.90,440877.17,1648.41,10000.00,0.00
209.00,441041.93,1647.55,10000.00,0.00
209.10,441206.60,1646.69,10000.00,0.00
209.20,441371.18,1645.83,10000.00,0.00
209.30,441535.68,1644.97,10000.00,0.00
209.40,441700.09,1644.11,10000.00,0.00
209.50,441864.41,1643.25,10000.00,0.00
209.60,442028.65,1642.39,10000.00,0.00
209.70,442192.80,1641.53,10000.00,0.00
209.80,442356.87,1640.68,10000.00,0.00
209.90,442520.85,1639.82,10000.00,0.00
210.00,442684.75,1638.96,10000.00,0.00
210.10,442848.56,1638.10,10000.00,0.00
210.20,443012.28,1637.24,10000.00,0.00
210.30,443175.92,1636.38,10000.00,0.00
210.40,443339.47,1635.52,10000.00,0.00
210.50,443502.94,1634.67,10000.00,0.00
210.60,443666.32,1633.81,10000.00,0.00
210.70,443829.62,1632.95,10000.00,0.00
210.80,443992.83,1632.09,10000.00,0.00
210.90,444155.95,1631.23,10000.00,0.00
211.00,444318.99,1630.37,10000.00,0.00
211.10,444481.94,1629.52,10000.00,0.00
211.20,444644.80,1628.66,10000.00,0.00
211.30,444807.58,1627.80,10000.00,0.00
211.40,444970.28,1626.94,10000.00,0.00
211.50,445132.89,1626.08,10000.00,0.00
211.60,445295.41,1625.23,10000.00,0.00
211.70,445457.85,1624.37,10000.00,0.00
211.80,445620.20,1623.51,10000.00,0.00
211.90,445782.46,1622.65,10000.00,0.00
212.00,445944.64,1621.80,10000.00,0.00
212.10,446106.74,1620.94,10000.00,0.00
212.20,446268.74,1620.08,10000.00,0.00
212.30,446430.67,1619.22,10000.00,0.00
212.40,446592.50,1618.36,10000.00,0.00
212.50,446754.25,1617.51,10000.00,0.00
212.60,446915.92,1616.65,10000.00,0.00
212.70,447077.50,1615.79,10000.00,0.00
212.80,447238.99,1614.93,10000.00,0.00
212.90,447400.40,1614.08,10000.00,0.00
213.00,447561.72,1613.22,10000.00,0.00
213.10,447722.96,1612.36,10000.00,0.00
213.20,447884.11,1611.51,10000.00,0.00
213.30,448045.17,1610.65,10000.00,0.00
213.40,448206.15,1609.79,10000.00,0.00
213.50,448367.05,1608.93,10000.00,0.00
213.60,448527.85,1608.08,10000.00,0.00
213.70,448688.57,1607.22,10000.00,0.00
213.80,448849.21,1606.36,10000.00,0.00
213.90,449009.76,1605.51,10000.00,0.00
214.00,449170.23,1604.65,10000.00,0.00
214.10,449330.61,1603.79,10000.00,0.00
214.20,449490.90,1602.93,10000.00,0.00
214.30,449651.11,1602.08,10000.00,0.00
214.40,449811.23,1601.22,10000.00,0.00
214.50,449971.27,1600.36,10000.00,0.00
214.60,450131.22,1599.51,10000.00,0.00
214.70,450291.08,1598.65,10000.00,0.00
214.80,450450.86,1597.79,10000.00,0.00
214.90,450610.55,1596.94,10000.00,0.00
215.00,450770.16,1596.08,10000.00,0.00
215.10,450929.69,1595.22,10000.00,0.00
215.20,451089.12,1594.37,10000.00,0.00
215.30,451248.47,1593.51,10000.00,0.00
215.40,451407.74,1592.66,10000.00,0.00
215.50,451566.92,1591.80,10000.00,0.00
215.60,451726.01,1590.94,10000.00,0.00
215.70,451885.02,1590.09,10000.00,0.00
215.80,452043.95,1589.23,10000.00,0.00
215.90,452202.78,1588.37,10000.00,0.00
216.00,452361.53,1587.52,10000.00,0.00
216.10,452520.20,1586.66,10000.00,0.00
216.20,452678.78,1585.81,10000.00,0.00
216.30,452837.28,1584.95,10000.00,0.00
216.40,452995.69,1584.09,10000.00,0.00
216.50,453154.01,1583.24,10000.00,0.00
216.60,453312.25,1582.38,10000.00,0.00
216.70,453470.40,1581.53,10000.00,0.00
216.80,453628.47,1580.67,10000.00,0.00
216.90,453786.45,1579.81,10000.00,0.00
217.00,453944.34,1578.96,10000.00,0.00
217.10,454102.15,1578.10,10000.00,0.00
217.20,454259.88,1577.25,10000.00,0.00
217.30,454417.52,1576.39,10000.00,0.00
217.40,454575.07,1575.54,10000.00,0.00
217.50,454732.54,1574.68,10000.00,0.00
217.60,454889.92,1573.83,10000.00,0.00
217.70,455047.22,1572.97,10000.00,0.00
217.80,455204.43,1572.11,10000.00,0.00
217.90,455361.56,1571.26,10000.00,0.00
218.00,455518.60,1570.40,10000.00,0.00
218.10,455675.55,1569.55,10000.00,0.00
218.20,455832.42,1568.69,10000.00,0.00
218.30,455989.21,1567.84,10000.00,0.00
218.40,456145.90,1566.98,10000.00,0.00
218.50,456302.52,1566.13,10000.00,0.00
218.60,456459.04,1565.27,10000.00,0.00
218.70,456615.49,1564.42,10000.00,0.00
218.80,456771.84,1563.56,10000.00,0.00
218.90,456928.11,1562.71,10000.00,0.00
219.00,457084.30,1561.85,10000.00,0.00
219.10,457240.40,1561.00,10000.00,0.00
219.20,457396.41,1560.14,10000.00,0.00
219.30,457552.34,1559.29,10000.00,0.00
219.40,457708.18,1558.43,10000.00,0.00
219.50,457863.94,1557.58,10000.00,0.00
219.60,458019.61,1556.72,10000.00,0.00
219.70,458175.20,1555.87,10000.00,0.00
219.80,458330.70,1555.01,10000.00,0.00
219.90,458486.12,1554.16,10000.00,0.00
220.00,458641.45,1553.30,10000.00,0.00
220.10,458796.69,1552.45,10000.00,0.00
220.20,458951.85,1551.60,10000.00,0.00
220.30,459106.93,1550.74,10000.00,0.00
220.40,459261.92,1549.89,10000.00,0.00
220.50,459416.82,1549.03,10000.00,0.00
220.60,459571.64,1548.18,10000.00,0.00
220.70,459726.37,1547.32,10000.00,0.00
220.80,459881.02,1546.47,10000.00,0.00
220.90,460035.58,1545.62,10000.00,0.00
221.00,460190.05,1544.76,10000.00,0.00
221.10,460344.44,1543.91,10000.00,0.00
221.20,460498.75,1543.05,10000.00,0.00
221.30,460652.97,1542.20,10000.00,0.00
221.40,460807.10,1541.34,10000.00,0.00
221.50,460961.15,1540.49,10000.00,0.00
221.60,461115.12,1539.64,10000.00,0.00
221.70,461268.99,1538.78,10000.00,0.00
221.80,461422.79,1537.93,10000.00,0.00
221.90,461576.50,1537.08,10000.00,0.00
222.00,461730.12,1536.22,10000.00,0.00
222.10,461883.65,1535.37,10000.00,0.00
222.20,462037.11,1534.51,10000.00,0.00
222.30,462190.47,1533.66,10000.00,0.00
222.40,462343.75,1532.81,10000.00,0.00
222.50,462496.95,1531.95,10000.00,0.00
222.60,462650.06,1531.10,10000.00,0.00
222.70,462803.08,1530.25,10000.00,0.00
222.80,462956.02,1529.39,10000.00,0.00
222.90,463108.88,1528.54,10000.00,0.00
223.00,463261.64,1527.69,10000.00,0.00
223.10,463414.33,1526.83,10000.00,0.00
223.20,463566.92,1525.98,10000.00,0.00
223.30,463719.44,1525.13,10000.00,0.00
223.40,463871.86,1524.27,10000.00,0.00
223.50,464024.21,1523.42,10000.00,0.00
223.60,464176.46,1522.57,10000.00,0.00
223.70,464328.63,1521.71,10000.00,0.00
223.80,464480.72,1520.86,10000.00,0.00
223.90,464632.72,1520.01,10000.00,0.00
224.00,464784.64,1519.15,10000.00,0.00
224.10,464936.47,1518.30,10000.00,0.00
224.20,465088.21,1517.45,10000.00,0.00
224.30,465239.87,1516.59,10000.00,0.00
224.40,465391.44,1515.74,10000.00,0.00
224.50,465542.93,1514.89,10000.00,0.00
224.60,465694.34,1514.04,10000.00,0.00
224.70,465845.66,1513.18,10000.00,0.00
224.80,465996.89,1512.33,10000.00,0.00
224.90,466148.04,1511.48,10000.00,0.00
225.00,466299.10,1510.62,10000.00,0.00
225.10,466450.08,1509.77,10000.00,0.00
225.20,466600.97,1508.92,10000.00,0.00
225.30,466751.77,1508.07,10000.00,0.00
225.40,466902.50,1507.21,10000.00,0.00
225.50,467053.13,1506.36,10000.00,0.00
225.60,467203.68,1505.51,10000.00,0.00
225.70,467354.15,1504.66,10000.00,0.00
225.80,467504.53,1503.81,10000.00,0.00
225.90,467654.82,1502.95,10000.00,0.00
226.00,467805.03,1502.10,10000.00,0.00
226.10,467955.16,1501.25,10000.00,0.00
226.20,468105.20,1500.40,10000.00,0.00
226.30,468255.15,1499.54,10000.00,0.00
226.40,468405.02,1498.69,10000.00,0.00
226.50,468554.81,1497.84,10000.00,0.00
226.60,468704.51,1496.99,10000.00,0.00
226.70,468854.12,1496.14,10000.00,0.00
226.80,469003.65,1495.28,10000.00,0.00
226.90,469153.09,1494.43,10000.00,0.00
227.00,469302.45,1493.58,10000.00,0.00
227.10,469451.72,1492.73,10000.00,0.00
227.20,469600.91,1491.88,10000.00,0.00
227.30,469750.01,1491.02,10000.00,0.00
227.40,469899.03,1490.17,10000.00,0.00
227.50,470047.96,1489.32,10000.00,0.00
227.60,470196.81,1488.47,10000.00,0.00
227.70,470345.57,1487.62,10000.00,0.00
227.80,470494.25,1486.77,10000.00,0.00
227.90,470642.84,1485.91,10000.00,0.00
228.00,470791.34,1485.06,10000.00,0.00
228.10,470939.76,1484.21,10000.00,0.00
228.20,471088.10,1483.36,10000.00,0.00
228.30,471236.35,1482.51,10000.00,0.00
228.40,471384.52,1481.66,10000.00,0.00
228.50,471532.60,1480.81,10000.00,0.00
228.60,471680.59,1479.95,10000.00,0.00
228.70,471828.50,1479.10,10000.00,0.00
228.80,471976.33,1478.25,10000.00,0.00
228.90,472124.07,1477.40,10000.00,0.00
229.00,472271.72,1476.55,10000.00,0.00
229.10,472419.29,1475.70,10000.00,0.00
229.20,472566.78,1474.85,10000.00,0.00
229.30,472714.18,1474.00,10000.00,0.00
229.40,472861.49,1473.14,10000.00,0.00
229.50,473008.72,1472.29,10000.00,0.00
229.60,473155.87,1471.44,10000.00,0.00
229.70,473302.92,1470.59,10000.00,0.00
229.80,473449.90,1469.74,10000.00,0.00
229.90,473596.79,1468.89,10000.00,0.00
230.00,473743.59,1468.04,10000.00,0.00
230.10,473890.31,1467.19,10000.00,0.00
230.20,474036.94,1466.34,10000.00,0.00
230.30,474183.49,1465.49,10000.00,0.00
230.40,474329.96,1464.64,10000.00,0.00
230.50,474476.34,1463.79,10000.00,0.00
230.60,474622.63,1462.94,10000.00,0.00
230.70,474768.84,1462.08,10000.00,0.00
230.80,474914.96,1461.23,10000.00,0.00
230.90,475061.00,1460.38,10000.00,0.00
231.00,475206.95,1459.53,10000.00,0.00
231.10,475352.82,1458.68,10000.00,0.00
231.20,475498.60,1457.83,10000.00,0.00
231.30,475644.30,1456.98,10000.00,0.00
231.40,475789.92,1456.13,10000.00,0.00
231.50,475935.44,1455.28,10000.00,0.00
231.60,476080.89,1454.43,10000.00,0.00
231.70,476226.25,1453.58,10000.00,0.00
231.80,476371.52,1452.73,10000.00,0.00
231.90,476516.71,1451.88,10000.00,0.00
232.00,476661.81,1451.03,10000.00,0.00
232.10,476806.83,1450.18,10000.00,0.00
232.20,476951.76,1449.33,10000.00,0.00
232.30,477096.61,1448.48,10000.00,0.00
232.40,477241.37,1447.63,10000.00,0.00
232.50,477386.05,1446.78,10000.00,0.00
232.60,477530.64,1445.93,10000.00,0.00
232.70,477675.15,1445.08,10000.00,0.00
232.80,477819.57,1444.23,10000.00,0.00
232.90,477963.91,1443.38,10000.00,0.00
233.00,478108.17,1442.53,10000.00,0.00
233.10,478252.33,1441.68,10000.00,0.00
233.20,478396.42,1440.83,10000.00,0.00
233.30,478540.42,1439.98,10000.00,0.00
233.40,478684.33,1439.13,10000.00,0.00
233.50,478828.16,1438.28,10000.00,0.00
233.60,478971.90,1437.43,10000.00,0.00
233.70,479115.56,1436.59,10000.00,0.00
233.80,479259.13,1435.74,10000.00,0.00
233.90,479402.62,1434.89,10000.00,0.00
234.00,479546.03,1434.04,10000.00,0.00
234.10,479689.34,1433.19,10000.00,0.00
234.20,479832.58,1432.34,10000.00,0.00
234.30,479975.73,1431.49,10000.00,0.00
234.40,480118.79,1430.64,10000.00,0.00
234.50,480261.77,1429.79,10000.00,0.00
234.60,480404.66,1428.94,10000.00,0.00
234.70,480547.47,1428.09,10000.00,0.00
234.80,480690.20,1427.24,10000.00,0.00
234.90,480832.84,1426.39,10000.00,0.00
235.00,480975.39,1425.55,10000.00,0.00
235.10,481117.86,1424.70,10000.00,0.00
235.20,481260.25,1423.85,10000.00,0.00
235.30,481402.55,1423.00,10000.00,0.00
235.40,481544.76,1422.15,10000.00,0.00
235.50,481686.89,1421.30,10000.00,0.00
235.60,481828.94,1420.45,10000.00,0.00
235.70,481970.90,1419.60,10000.00,0.00
235.80,482112.77,1418.75,10000.00,0.00
235.90,482254.56,1417.91,10000.00,0.00
236.00,482396.27,1417.06,10000.00,0.00
236.10,482537.89,1416.21,10000.00,0.00
236.20,482679.43,1415.36,10000.00,0.00
236.30,482820.88,1414.51,10000.00,0.00
236.40,482962.24,1413.66,10000.00,0.00
236.50,483103.52,1412.81,10000.00,0.00
236.60,483244.72,1411.97,10000.00,0.00
236.70,483385.83,1411.12,10000.00,0.00
236.80,483526.86,1410.27,10000.00,0.00
236.90,483667.80,1409.42,10000.00,0.00
237.00,483808.66,1408.57,10000.00,0.00
237.10,483949.43,1407.72,10000.00,0.00
237.20,484090.12,1406.88,10000.00,0.00
237.30,484230.72,1406.03,10000.00,0.00
237.40,484371.24,1405.18,10000.00,0.00
237.50,484511.67,1404.33,10000.00,0.00
237.60,484652.02,1403.48,10000.00,0.00
237.70,484792.29,1402.64,10000.00,0.00
237.80,484932.46,1401.79,10000.00,0.00
237.90,485072.56,1400.94,10000.00,0.00
238.00,485212.57,1400.09,10000.00,0.00
238.10,485352.49,1399.24,10000.00,0.00
238.20,485492.33,1398.40,10000.00,0.00
238.30,485632.09,1397.55,10000.00,0.00
238.40,485771.76,1396.70,10000.00,0.00
238.50,485911.34,1395.85,10000.00,0.00
238.60,486050.84,1395.00,10000.00,0.00
238.70,486190.26,1394.16,10000.00,0.00
238.80,486329.59,1393.31,10000.00,0.00
238.90,486468.83,1392.46,10000.00,0.00
239.00,486608.00,1391.61,10000.00,0.00
239.10,486747.07,1390.77,10000.00,0.00
239.20,486886.06,1389.92,10000.00,0.00
239.30,487024.97,1389.07,10000.00,0.00
239.40,487163.79,1388.22,10000.00,0.00
239.50,487302.53,1387.38,10000.00,0.00
239.60,487441.18,1386.53,10000.00,0.00
239.70,487579.75,1385.68,10000.00,0.00
239.80,487718.24,1384.83,10000.00,0.00
239.90,487856.63,1383.99,10000.00,0.00
240.00,487994.95,1383.14,10000.00,0.00
240.10,488133.18,1382.29,10000.00,0.00
240.20,488271.32,1381.45,10000.00,0.00
240.30,488409.38,1380.60,10000.00,0.00
240.40,488547.36,1379.75,10000.00,0.00
240.50,488685.25,1378.90,10000.00,0.00
240.60,488823.05,1378.06,10000.00,0.00
240.70,488960.77,1377.21,10000.00,0.00
240.80,489098.41,1376.36,10000.00,0.00
240.90,489235.96,1375.52,10000.00,0.00
241.00,489373.43,1374.67,10000.00,0.00
241.10,489510.81,1373.82,10000.00,0.00
241.20,489648.11,1372.97,10000.00,0.00
241.30,489785.32,1372.13,10000.00,0.00
241.40,489922.45,1371.28,10000.00,0.00
241.50,490059.49,1370.43,10000.00,0.00
241.60,490196.45,1369.59,10000.00,0.00
241.70,490333.33,1368.74,10000.00,0.00
241.80,490470.11,1367.89,10000.00,0.00
241.90,490606.82,1367.05,10000.00,0.00
242.00,490743.44,1366.20,10000.00,0.00
242.10,490879.98,1365.35,10000.00,0.00
242.20,491016.43,1364.51,10000.00,0.00
242.30,491152.79,1363.66,10000.00,0.00
242.40,491289.07,1362.82,10000.00,0.00
242.50,491425.27,1361.97,10000.00,0.00
242.60,491561.38,1361.12,10000.00,0.00
242.70,491697.41,1360.28,10000.00,0.00
242.80,491833.35,1359.43,10000.00,0.00
242.90,491969.21,1358.58,10000.00,0.00
243.00,492104.99,1357.74,10000.00,0.00
243.10,492240.67,1356.89,10000.00,0.00
243.20,492376.28,1356.04,10000.00,0.00
243.30,492511.80,1355.20,10000.00,0.00
243.40,492647.23,1354.35,10000.00,0.00
243.50,492782.58,1353.51,10000.00,0.00
243.60,492917.85,1352.66,10000.00,0.00
243.70,493053.03,1351.81,10000.00,0.00
243.80,493188.13,1350.97,10000.00,0.00
243.90,493323.14,1350.12,10000.00,0.00
244.00,493458.07,1349.28,10000.00,0.00
