Time (s),Altitude (m),Velocity (m/s),Mass (kg),Fuel (%)
62.00,103389.22,2969.66,10000.00,0.00
62.10,103686.09,2968.71,10000.00,0.00
62.20,103982.86,2967.76,10000.00,0.00
62.30,104279.55,2966.81,10000.00,0.00
62.40,104576.13,2965.86,10000.00,0.00
62.50,104872.62,2964.91,10000.00,0.00
62.60,105169.02,2963.96,10000.00,0.00
62.70,105465.32,2963.01,10000.00,0.00
62.80,105761.53,2962.06,10000.00,0.00
62.90,106057.64,2961.11,10000.00,0.00
63.00,106353.65,2960.16,10000.00,0.00
63.10,106649.57,2959.21,10000.00,0.00
63.20,106945.40,2958.26,10000.00,0.00
63.30,107241.13,2957.31,10000.00,0.00
63.40,107536.77,2956.36,10000.00,0.00
63.50,107832.31,2955.41,10000.00,0.00
63.60,108127.75,2954.46,10000.00,0.00
63.70,108423.10,2953.51,10000.00,0.00
63.80,108718.36,2952.56,10000.00,0.00
63.90,109013.52,2951.61,10000.00,0.00
64.00,109308.59,2950.66,10000.00,0.00
64.10,109603.56,2949.71,10000.00,0.00
64.20,109898.44,2948.76,10000.00,0.00
64.30,110193.22,2947.82,10000.00,0.00
64.40,110487.90,2946.87,10000.00,0.00
64.50,110782.50,2945.92,10000.00,0.00
64.60,111076.99,2944.97,10000.00,0.00
64.70,111371.39,2944.02,10000.00,0.00
64.80,111665.70,2943.07,10000.00,0.00
64.90,111959.91,2942.12,10000.00,0.00
65.00,112254.03,2941.18,10000.00,0.00
65.10,112548.05,2940.23,10000.00,0.00
65.20,112841.98,2939.28,10000.00,0.00
65.30,113135.82,2938.33,10000.00,0.00
65.40,113429.55,2937.38,10000.00,0.00
65.50,113723.20,2936.43,10000.00,0.00
65.60,114016.75,2935.49,10000.00,0.00
65.70,114310.20,2934.54,10000.00,0.00
65.80,114603.56,2933.59,10000.00,0.00
65.90,114896.82,2932.64,10000.00,0.00
66.00,115189.99,2931.70,10000.00,0.00
66.10,115483.07,2930.75,10000.00,0.00
66.20,115776.05,2929.80,10000.00,0.00
66.30,116068.93,2928.85,10000.00,0.00
66.40,116361.72,2927.91,10000.00,0.00
66.50,116654.42,2926.96,10000.00,0.00
66.60,116947.02,2926.01,10000.00,0.00
66.70,117239.53,2925.07,10000.00,0.00
66.80,117531.94,2924.12,10000.00,0.00
66.90,117824.26,2923.17,10000.00,0.00
67.00,118116.48,2922.23,10000.00,0.00
67.10,118408.61,2921.28,10000.00,0.00
67.20,118700.64,2920.33,10000.00,0.00
67.30,118992.58,2919.39,10000.00,0.00
67.40,119284.42,2918.44,10000.00,0.00
67.50,119576.17,2917.49,10000.00,0.00
67.60,119867.83,2916.55,10000.00,0.00
67.70,120159.39,2915.60,10000.00,0.00
67.80,120450.85,2914.66,10000.00,0.00
67.90,120742.22,2913.71,10000.00,0.00
68.00,121033.50,2912.76,10000.00,0.00
68.10,121324.68,2911.82,10000.00,0.00
68.20,121615.77,2910.87,10000.00,0.00
68.30,121906.76,2909.93,10000.00,0.00
68.40,122197.66,2908.98,10000.00,0.00
68.50,122488.46,2908.04,10000.00,0.00
68.60,122779.17,2907.09,10000.00,0.00
68.70,123069.79,2906.15,10000.00,0.00
68.80,123360.31,2905.20,10000.00,0.00
68.90,123650.73,2904.26,10000.00,0.00
69.00,123941.07,2903.31,10000.00,0.00
69.10,124231.30,2902.37,10000.00,0.00
69.20,124521.44,2901.42,10000.00,0.00
69.30,124811.49,2900.48,10000.00,0.00
69.40,125101.44,2899.53,10000.00,0.00
69.50,125391.30,2898.59,10000.00,0.00
69.60,125681.07,2897.64,10000.00,0.00
69.70,125970.74,2896.70,10000.00,0.00
69.80,126260.31,2895.75,10000.00,0.00
69.90,126549.79,2894.81,10000.00,0.00
70.00,126839.18,2893.87,10000.00,0.00
70.10,127128.47,2892.92,10000.00,0.00
70.20,127417.67,2891.98,10000.00,0.00
70.30,127706.77,2891.03,10000.00,0.00
70.40,127995.78,2890.09,10000.00,0.00
70.50,128284.70,2889.15,10000.00,0.00
70.60,128573.52,2888.20,10000.00,0.00
70.70,128862.24,2887.26,10000.00,0.00
70.80,129150.87,2886.32,10000.00,0.00
70.90,129439.41,2885.37,10000.00,0.00
71.00,129727.86,2884.43,10000.00,0.00
71.10,130016.20,2883.49,10000.00,0.00
71.20,130304.46,2882.54,10000.00,0.00
71.30,130592.62,2881.60,10000.00,0.00
71.40,130880.68,2880.66,10000.00,0.00
71.50,131168.65,2879.71,10000.00,0.00
71.60,131456.53,2878.77,10000.00,0.00
71.70,131744.31,2877.83,10000.00,0.00
71.80,132032.00,2876.89,10000.00,0.00
71.90,132319.60,2875.94,10000.00,0.00
72.00,132607.10,2875.00,10000.00,0.00
72.10,132894.50,2874.06,10000.00,0.00
72.20,133181.82,2873.12,10000.00,0.00
72.30,133469.03,2872.17,10000.00,0.00
72.40,133756.16,2871.23,10000.00,0.00
72.50,134043.18,2870.29,10000.00,0.00
72.60,134330.12,2869.35,10000.00,0.00
72.70,134616.96,2868.41,10000.00,0.00
72.80,134903.71,2867.46,10000.00,0.00
72.90,135190.36,2866.52,10000.00,0.00
73.00,135476.92,2865.58,10000.00,0.00
73.10,135763.38,2864.64,10000.00,0.00
73.20,136049.75,2863.70,10000.00,0.00
73.30,136336.03,2862.76,10000.00,0.00
73.40,136622.21,2861.82,10000.00,0.00
73.50,136908.30,2860.87,10000.00,0.00
73.60,137194.29,2859.93,10000.00,0.00
73.70,137480.19,2858.99,10000.00,0.00
73.80,137765.99,2858.05,10000.00,0.00
73.90,138051.70,2857.11,10000.00,0.00
74.00,138337.32,2856.17,10000.00,0.00
74.10,138622.84,2855.23,10000.00,0.00
74.20,138908.27,2854.29,10000.00,0.00
74.30,139193.61,2853.35,10000.00,0.00
74.40,139478.85,2852.41,10000.00,0.00
74.50,139763.99,2851.47,10000.00,0.00
74.60,140049.05,2850.53,10000.00,0.00
74.70,140334.01,2849.59,10000.00,0.00
74.80,140618.87,2848.65,10000.00,0.00
74.90,140903.64,2847.71,10000.00,0.00
75.00,141188.32,2846.77,10000.00,0.00
75.10,141472.90,2845.83,10000.00,0.00
75.20,141757.39,2844.89,10000.00,0.00
75.30,142041.78,2843.95,10000.00,0.00
75.40,142326.08,2843.01,10000.00,0.00
75.50,142610.29,2842.07,10000.00,0.00
75.60,142894.40,2841.13,10000.00,0.00
75.70,143178.42,2840.19,10000.00,0.00
75.80,143462.35,2839.25,10000.00,0.00
75.90,143746.18,2838.31,10000.00,0.00
76.00,144029.92,2837.37,10000.00,0.00
76.10,144313.56,2836.43,10000.00,0.00
76.20,144597.11,2835.49,10000.00,0.00
76.30,144880.56,2834.55,10000.00,0.00
76.40,145163.93,2833.62,10000.00,0.00
76.50,145447.19,2832.68,10000.00,0.00
76.60,145730.37,2831.74,10000.00,0.00
76.70,146013.45,2830.80,10000.00,0.00
76.80,146296.43,2829.86,10000.00,0.00
76.90,146579.33,2828.92,10000.00,0.00
77.00,146862.12,2827.98,10000.00,0.00
77.10,147144.83,2827.05,10000.00,0.00
77.20,147427.44,2826.11,10000.00,0.00
77.30,147709.96,2825.17,10000.00,0.00
77.40,147992.38,2824.23,10000.00,0.00
77.50,148274.71,2823.29,10000.00,0.00
77.60,148556.94,2822.36,10000.00,0.00
77.70,148839.09,2821.42,10000.00,0.00
77.80,149121.13,2820.48,10000.00,0.00
77.90,149403.09,2819.54,10000.00,0.00
78.00,149684.95,2818.61,10000.00,0.00
78.10,149966.72,2817.67,10000.00,0.00
78.20,150248.39,2816.73,10000.00,0.00
78.30,150529.97,2815.79,10000.00,0.00
78.40,150811.45,2814.86,10000.00,0.00
78.50,151092.85,2813.92,10000.00,0.00
78.60,151374.14,2812.98,10000.00,0.00
78.70,151655.35,2812.05,10000.00,0.00
78.80,151936.46,2811.11,10000.00,0.00
78.90,152217.48,2810.17,10000.00,0.00
79.00,152498.40,2809.23,10000.00,0.00
79.10,152779.23,2808.30,10000.00,0.00
79.20,153059.97,2807.36,10000.00,0.00
79.30,153340.61,2806.43,10000.00,0.00
79.40,153621.16,2805.49,10000.00,0.00
79.50,153901.61,2804.55,10000.00,0.00
79.60,154181.97,2803.62,10000.00,0.00
79.70,154462.24,2802.68,10000.00,0.00
79.80,154742.42,2801.74,10000.00,0.00
79.90,155022.50,2800.81,10000.00,0.00
80.00,155302.48,2799.87,10000.00,0.00
80.10,155582.38,2798.94,10000.00,0.00
80.20,155862.18,2798.00,10000.00,0.00
80.30,156141.88,2797.06,10000.00,0.00
80.40,156421.50,2796.13,10000.00,0.00
80.50,156701.02,2795.19,10000.00,0.00
80.60,156980.44,2794.26,10000.00,0.00
80.70,157259.77,2793.32,10000.00,0.00
80.80,157539.01,2792.39,10000.00,0.00
80.90,157818.16,2791.45,10000.00,0.00
81.00,158097.21,2790.52,10000.00,0.00
81.10,158376.17,2789.58,10000.00,0.00
81.20,158655.03,2788.65,10000.00,0.00
81.30,158933.81,2787.71,10000.00,0.00
81.40,159212.48,2786.78,10000.00,0.00
81.50,159491.07,2785.84,10000.00,0.00
81.60,159769.56,2784.91,10000.00,0.00
81.70,160047.96,2783.97,10000.00,0.00
81.80,160326.26,2783.04,10000.00,0.00
81.90,160604.47,2782.11,10000.00,0.00
82.00,160882.59,2781.17,10000.00,0.00
82.10,161160.61,2780.24,10000.00,0.00
82.20,161438.54,2779.30,10000.00,0.00
82.30,161716.38,2778.37,10000.00,0.00
82.40,161994.12,2777.43,10000.00,0.00
82.50,162271.77,2776.50,10000.00,0.00
82.60,162549.33,2775.57,10000.00,0.00
82.70,162826.79,2774.63,10000.00,0.00
82.80,163104.16,2773.70,10000.00,0.00
82.90,163381.44,2772.77,10000.00,0.00
83.00,163658.62,2771.83,10000.00,0.00
83.10,163935.71,2770.90,10000.00,0.00
83.20,164212.71,2769.97,10000.00,0.00
83.30,164489.61,2769.03,10000.00,0.00
83.40,164766.42,2768.10,10000.00,0.00
83.50,165043.14,2767.17,10000.00,0.00
83.60,165319.76,2766.23,10000.00,0.00
83.70,165596.29,2765.30,10000.00,0.00
83.80,165872.73,2764.37,10000.00,0.00
83.90,166149.07,2763.43,10000.00,0.00
84.00,166425.32,2762.50,10000.00,0.00
84.10,166701.48,2761.57,10000.00,0.00
84.20,166977.54,2760.64,10000.00,0.00
84.30,167253.51,2759.70,10000.00,0.00
84.40,167529.39,2758.77,10000.00,0.00
84.50,167805.17,2757.84,10000.00,0.00
84.60,168080.86,2756.91,10000.00,0.00
84.70,168356.46,2755.97,10000.00,0.00
84.80,168631.97,2755.04,10000.00,0.00
84.90,168907.38,2754.11,10000.00,0.00
85.00,169182.69,2753.18,10000.00,0.00
85.10,169457.92,2752.25,10000.00,0.00
85.20,169733.05,2751.32,10000.00,0.00
85.30,170008.09,2750.38,10000.00,0.00
85.40,170283.03,2749.45,10000.00,0.00
85.50,170557.89,2748.52,10000.00,0.00
85.60,170832.65,2747.59,10000.00,0.00
85.70,171107.31,2746.66,10000.00,0.00
85.80,171381.88,2745.73,10000.00,0.00
85.90,171656.36,2744.80,10000.00,0.00
86.00,171930.75,2743.86,10000.00,0.00
86.10,172205.04,2742.93,10000.00,0.00
86.20,172479.24,2742.00,10000.00,0.00
86.30,172753.35,2741.07,10000.00,0.00
86.40,173027.36,2740.14,10000.00,0.00
86.50,173301.28,2739.21,10000.00,0.00
86.60,173575.11,2738.28,10000.00,0.00
86.70,173848.85,2737.35,10000.00,0.00
86.80,174122.49,2736.42,10000.00,0.00
86.90,174396.04,2735.49,10000.00,0.00
87.00,174669.49,2734.56,10000.00,0.00
87.10,174942.86,2733.63,10000.00,0.00
87.20,175216.13,2732.70,10000.00,0.00
87.30,175489.30,2731.77,10000.00,0.00
87.40,175762.39,2730.84,10000.00,0.00
87.50,176035.38,2729.91,10000.00,0.00
87.60,176308.27,2728.98,10000.00,0.00
87.70,176581.08,2728.05,10000.00,0.00
87.80,176853.79,2727.12,10000.00,0.00
87.90,177126.41,2726.19,10000.00,0.00
88.00,177398.93,2725.26,10000.00,0.00
88.10,177671.37,2724.33,10000.00,0.00
88.20,177943.71,2723.40,10000.00,0.00
88.30,178215.95,2722.47,10000.00,0.00
88.40,178488.11,2721.54,10000.00,0.00
88.50,178760.17,2720.61,10000.00,0.00
88.60,179032.14,2719.68,10000.00,0.00
88.70,179304.01,2718.75,10000.00,0.00
88.80,179575.80,2717.82,10000.00,0.00
88.90,179847.48,2716.89,10000.00,0.00
89.00,180119.08,2715.97,10000.00,0.00
89.10,180390.58,2715.04,10000.00,0.00
89.20,180662.00,2714.11,10000.00,0.00
89.30,180933.31,2713.18,10000.00,0.00
89.40,181204.54,2712.25,10000.00,0.00
89.50,181475.67,2711.32,10000.00,0.00
89.60,181746.71,2710.39,10000.00,0.00
89.70,182017.66,2709.47,10000.00,0.00
89.80,182288.51,2708.54,10000.00,0.00
89.90,182559.27,2707.61,10000.00,0.00
90.00,182829.94,2706.68,10000.00,0.00
90.10,183100.52,2705.75,10000.00,0.00
90.20,183371.00,2704.83,10000.00,0.00
90.30,183641.39,2703.90,10000.00,0.00
90.40,183911.68,2702.97,10000.00,0.00
90.50,184181.89,2702.04,10000.00,0.00
90.60,184452.00,2701.12,10000.00,0.00
90.70,184722.02,2700.19,10000.00,0.00
90.80,184991.95,2699.26,10000.00,0.00
90.90,185261.78,2698.33,10000.00,0.00
91.00,185531.52,2697.41,10000.00,0.00
91.10,185801.17,2696.48,10000.00,0.00
91.20,186070.72,2695.55,10000.00,0.00
91.30,186340.18,2694.62,10000.00,0.00
91.40,186609.55,2693.70,10000.00,0.00
91.50,186878.83,2692.77,10000.00,0.00
91.60,187148.02,2691.84,10000.00,0.00
91.70,187417.11,2690.92,10000.00,0.00
91.80,187686.11,2689.99,10000.00,0.00
91.90,187955.01,2689.06,10000.00,0.00
92.00,188223.83,2688.14,10000.00,0.00
92.10,188492.55,2687.21,10000.00,0.00
92.20,188761.18,2686.28,10000.00,0.00
92.30,189029.71,2685.36,10000.00,0.00
92.40,189298.15,2684.43,10000.00,0.00
92.50,189566.51,2683.51,10000.00,0.00
92.60,189834.76,2682.58,10000.00,0.00
92.70,190102.93,2681.65,10000.00,0.00
92.80,190371.00,2680.73,10000.00,0.00
92.90,190638.98,2679.80,10000.00,0.00
93.00,190906.87,2678.88,10000.00,0.00
93.10,191174.66,2677.95,10000.00,0.00
93.20,191442.37,2677.02,10000.00,0.00
93.30,191709.98,2676.10,10000.00,0.00
93.40,191977.49,2675.17,10000.00,0.00
93.50,192244.92,2674.25,10000.00,0.00
93.60,192512.25,2673.32,10000.00,0.00
93.70,192779.49,2672.40,10000.00,0.00
93.80,193046.64,2671.47,10000.00,0.00
93.90,193313.69,2670.55,10000.00,0.00
94.00,193580.65,2669.62,10000.00,0.00
94.10,193847.52,2668.70,10000.00,0.00
94.20,194114.30,2667.77,10000.00,0.00
94.30,194380.99,2666.85,10000.00,0.00
94.40,194647.58,2665.92,10000.00,0.00
94.50,194914.08,2665.00,10000.00,0.00
94.60,195180.49,2664.07,10000.00,0.00
94.70,195446.80,2663.15,10000.00,0.00
94.80,195713.02,2662.22,10000.00,0.00
94.90,195979.15,2661.30,10000.00,0.00
95.00,196245.19,2660.38,10000.00,0.00
95.10,196511.14,2659.45,10000.00,0.00
95.20,196776.99,2658.53,10000.00,0.00
95.30,197042.75,2657.60,10000.00,0.00
95.40,197308.42,2656.68,10000.00,0.00
95.50,197573.99,2655.76,10000.00,0.00
95.60,197839.48,2654.83,10000.00,0.00
95.70,198104.87,2653.91,10000.00,0.00
95.80,198370.17,2652.98,10000.00,0.00
95.90,198635.37,2652.06,10000.00,0.00
96.00,198900.49,2651.14,10000.00,0.00
96.10,199165.51,2650.21,10000.00,0.00
96.20,199430.44,2649.29,10000.00,0.00
96.30,199695.27,2648.37,10000.00,0.00
96.40,199960.02,2647.44,10000.00,0.00
96.50,200224.67,2646.52,10000.00,0.00
96.60,200489.23,2645.60,10000.00,0.00
96.70,200753.70,2644.68,10000.00,0.00
96.80,201018.07,2643.75,10000.00,0.00
96.90,201282.35,2642.83,10000.00,0.00
97.00,201546.55,2641.91,10000.00,0.00
97.10,201810.64,2640.98,10000.00,0.00
97.20,202074.65,2640.06,10000.00,0.00
97.30,202338.56,2639.14,10000.00,0.00
97.40,202602.39,2638.22,10000.00,0.00
97.50,202866.11,2637.29,10000.00,0.00
97.60,203129.75,2636.37,10000.00,0.00
97.70,203393.30,2635.45,10000.00,0.00
97.80,203656.75,2634.53,10000.00,0.00
97.90,203920.11,2633.61,10000.00,0.00
98.00,204183.38,2632.68,10000.00,0.00
98.10,204446.55,2631.76,10000.00,0.00
98.20,204709.64,2630.84,10000.00,0.00
98.30,204972.63,2629.92,10000.00,0.00
98.40,205235.53,2629.00,10000.00,0.00
98.50,205498.34,2628.07,10000.00,0.00
98.60,205761.05,2627.15,10000.00,0.00
98.70,206023.68,2626.23,10000.00,0.00
98.80,206286.21,2625.31,10000.00,0.00
98.90,206548.65,2624.39,10000.00,0.00
99.00,206810.99,2623.47,10000.00,0.00
99.10,207073.25,2622.55,10000.00,0.00
99.20,207335.41,2621.62,10000.00,0.00
99.30,207597.48,2620.70,10000.00,0.00
99.40,207859.46,2619.78,10000.00,0.00
99.50,208121.34,2618.86,10000.00,0.00
99.60,208383.14,2617.94,10000.00,0.00
99.70,208644.84,2617.02,10000.00,0.00
99.80,208906.45,2616.10,10000.00,0.00
99.90,209167.97,2615.18,10000.00,0.00
100.00,209429.39,2614.26,10000.00,0.00
100.10,209690.73,2613.34,10000.00,0.00
100.20,209951.97,2612.42,10000.00,0.00
100.30,210213.12,2611.50,10000.00,0.00
100.40,210474.18,2610.58,10000.00,0.00
100.50,210735.14,2609.66,10000.00,0.00
100.60,210996.02,2608.74,10000.00,0.00
100.70,211256.80,2607.82,10000.00,0.00
100.80,211517.49,2606.90,10000.00,0.00
100.90,211778.08,2605.98,10000.00,0.00
101.00,212038.59,2605.06,10000.00,0.00
101.10,212299.00,2604.14,10000.00,0.00
101.20,212559.33,2603.22,10000.00,0.00
101.30,212819.56,2602.30,10000.00,0.00
101.40,213079.69,2601.38,10000.00,0.00
101.50,213339.74,2600.46,10000.00,0.00
101.60,213599.69,2599.54,10000.00,0.00
101.70,213859.55,2598.62,10000.00,0.00
101.80,214119.32,2597.70,10000.00,0.00
101.90,214379.00,2596.78,10000.00,0.00
102.00,214638.59,2595.86,10000.00,0.00
102.10,214898.08,2594.94,10000.00,0.00
102.20,215157.49,2594.02,10000.00,0.00
102.30,215416.80,2593.11,10000.00,0.00
102.40,215676.01,2592.19,10000.00,0.00
102.50,215935.14,2591.27,10000.00,0.00
102.60,216194.18,2590.35,10000.00,0.00
102.70,216453.12,2589.43,10000.00,0.00
102.80,216711.97,2588.51,10000.00,0.00
102.90,216970.73,2587.59,10000.00,0.00
103.00,217229.40,2586.68,10000.00,0.00
103.10,217487.97,2585.76,10000.00,0.00
103.20,217746.46,2584.84,10000.00,0.00
103.30,218004.85,2583.92,10000.00,0.00
103.40,218263.15,2583.00,10000.00,0.00
103.50,218521.36,2582.08,10000.00,0.00
103.60,218779.47,2581.17,10000.00,0.00
103.70,219037.50,2580.25,10000.00,0.00
103.80,219295.43,2579.33,10000.00,0.00
103.90,219553.27,2578.41,10000.00,0.00
104.00,219811.02,2577.50,10000.00,0.00
104.10,220068.68,2576.58,10000.00,0.00
104.20,220326.25,2575.66,10000.00,0.00
104.30,220583.72,2574.74,10000.00,0.00
104.40,220841.10,2573.83,10000.00,0.00
104.50,221098.39,2572.91,10000.00,0.00
104.60,221355.59,2571.99,10000.00,0.00
104.70,221612.70,2571.07,10000.00,0.00
104.80,221869.72,2570.16,10000.00,0.00
104.90,222126.64,2569.24,10000.00,0.00
105.00,222383.47,2568.32,10000.00,0.00
105.10,222640.21,2567.41,10000.00,0.00
105.20,222896.86,2566.49,10000.00,0.00
105.30,223153.42,2565.57,10000.00,0.00
105.40,223409.88,2564.66,10000.00,0.00
105.50,223666.26,2563.74,10000.00,0.00
105.60,223922.54,2562.82,10000.00,0.00
105.70,224178.73,2561.91,10000.00,0.00
105.80,224434.83,2560.99,10000.00,0.00
105.90,224690.84,2560.07,10000.00,0.00
106.00,224946.75,2559.16,10000.00,0.00
106.10,225202.58,2558.24,10000.00,0.00
106.20,225458.31,2557.32,10000.00,0.00
106.30,225713.95,2556.41,10000.00,0.00
106.40,225969.50,2555.49,10000.00,0.00
106.50,226224.96,2554.58,10000.00,0.00
106.60,226480.32,2553.66,10000.00,0.00
106.70,226735.60,2552.75,10000.00,0.00
106.80,226990.78,2551.83,10000.00,0.00
106.90,227245.87,2550.91,10000.00,0.00
107.00,227500.87,2550.00,10000.00,0.00
107.10,227755.78,2549.08,10000.00,0.00
107.20,228010.60,2548.17,10000.00,0.00
107.30,228265.32,2547.25,10000.00,0.00
107.40,228519.96,2546.34,10000.00,0.00
107.50,228774.50,2545.42,10000.00,0.00
107.60,229028.95,2544.51,10000.00,0.00
107.70,229283.31,2543.59,10000.00,0.00
107.80,229537.58,2542.68,10000.00,0.00
107.90,229791.75,2541.76,10000.00,0.00
108.00,230045.84,2540.85,10000.00,0.00
108.10,230299.83,2539.93,10000.00,0.00
108.20,230553.73,2539.02,10000.00,0.00
108.30,230807.54,2538.10,10000.00,0.00
108.40,231061.26,2537.19,10000.00,0.00
108.50,231314.89,2536.27,10000.00,0.00
108.60,231568.43,2535.36,10000.00,0.00
108.70,231821.87,2534.45,10000.00,0.00
108.80,232075.22,2533.53,10000.00,0.00
108.90,232328.48,2532.62,10000.00,0.00
109.00,232581.66,2531.70,10000.00,0.00
109.10,232834.73,2530.79,10000.00,0.00
109.20,233087.72,2529.88,10000.00,0.00
109.30,233340.62,2528.96,10000.00,0.00
109.40,233593.42,2528.05,10000.00,0.00
109.50,233846.14,2527.13,10000.00,0.00
109.60,234098.76,2526.22,10000.00,0.00
109.70,234351.29,2525.31,10000.00,0.00
109.80,234603.73,2524.39,10000.00,0.00
109.90,234856.08,2523.48,10000.00,0.00
110.00,235108.33,2522.57,10000.00,0.00
110.10,235360.50,2521.65,10000.00,0.00
110.20,235612.57,2520.74,10000.00,0.00
110.30,235864.55,2519.83,10000.00,0.00
110.40,236116.45,2518.91,10000.00,0.00
110.50,236368.25,2518.00,10000.00,0.00
110.60,236619.95,2517.09,10000.00,0.00
110.70,236871.57,2516.17,10000.00,0.00
110.80,237123.10,2515.26,10000.00,0.00
110.90,237374.53,2514.35,10000.00,0.00
111.00,237625.88,2513.44,10000.00,0.00
111.10,237877.13,2512.52,10000.00,0.00
111.20,238128.29,2511.61,10000.00,0.00
111.30,238379.36,2510.70,10000.00,0.00
111.40,238630.34,2509.79,10000.00,0.00
111.50,238881.22,2508.87,10000.00,0.00
111.60,239132.02,2507.96,10000.00,0.00
111.70,239382.73,2507.05,10000.00,0.00
111.80,239633.34,2506.14,10000.00,0.00
111.90,239883.86,2505.22,10000.00,0.00
112.00,240134.29,2504.31,10000.00,0.00
112.10,240384.63,2503.40,10000.00,0.00
112.20,240634.88,2502.49,10000.00,0.00
112.30,240885.04,2501.58,10000.00,0.00
112.40,241135.11,2500.66,10000.00,0.00
112.50,241385.08,2499.75,10000.00,0.00
112.60,241634.97,2498.84,10000.00,0.00
112.70,241884.76,2497.93,10000.00,0.00
112.80,242134.46,2497.02,10000.00,0.00
112.90,242384.07,2496.11,10000.00,0.00
113.00,242633.59,2495.20,10000.00,0.00
113.10,242883.02,2494.28,10000.00,0.00
113.20,243132.36,2493.37,10000.00,0.00
113.30,243381.60,2492.46,10000.00,0.00
113.40,243630.76,2491.55,10000.00,0.00
113.50,243879.82,2490.64,10000.00,0.00
113.60,244128.79,2489.73,10000.00,0.00
113.70,244377.68,2488.82,10000.00,0.00
113.80,244626.47,2487.91,10000.00,0.00
113.90,244875.17,2487.00,10000.00,0.00
114.00,245123.78,2486.09,10000.00,0.00
114.10,245372.29,2485.18,10000.00,0.00
114.20,245620.72,2484.26,10000.00,0.00
114.30,245869.05,2483.35,10000.00,0.00
114.40,246117.30,2482.44,10000.00,0.00
114.50,246365.45,2481.53,10000.00,0.00
114.60,246613.51,2480.62,10000.00,0.00
114.70,246861.49,2479.71,10000.00,0.00
114.80,247109.37,2478.80,10000.00,0.00
114.90,247357.16,2477.89,10000.00,0.00
115.00,247604.85,2476.98,10000.00,0.00
115.10,247852.46,2476.07,10000.00,0.00
115.20,248099.98,2475.16,10000.00,0.00
115.30,248347.40,2474.25,10000.00,0.00
115.40,248594.74,2473.34,10000.00,0.00
115.50,248841.98,2472.43,10000.00,0.00
115.60,249089.13,2471.52,10000.00,0.00
115.70,249336.20,2470.62,10000.00,0.00
115.80,249583.17,2469.71,10000.00,0.00
115.90,249830.05,2468.80,10000.00,0.00
116.00,250076.83,2467.89,10000.00,0.00
116.10,250323.53,2466.98,10000.00,0.00
116.20,250570.14,2466.07,10000.00,0.00
116.30,250816.65,2465.16,10000.00,0.00
116.40,251063.08,2464.25,10000.00,0.00
116.50,251309.41,2463.34,10000.00,0.00
116.60,251555.66,2462.43,10000.00,0.00
116.70,251801.81,2461.52,10000.00,0.00
116.80,252047.87,2460.62,10000.00,0.00
116.90,252293.84,2459.71,10000.00,0.00
117.00,252539.72,2458.80,10000.00,0.00
117.10,252785.51,2457.89,10000.00,0.00
117.20,253031.21,2456.98,10000.00,0.00
117.30,253276.82,2456.07,10000.00,0.00
117.40,253522.33,2455.16,10000.00,0.00
117.50,253767.76,2454.26,10000.00,0.00
117.60,254013.09,2453.35,10000.00,0.00
117.70,254258.34,2452.44,10000.00,0.00
117.80,254503.49,2451.53,10000.00,0.00
117.90,254748.55,2450.62,10000.00,0.00
118.00,254993.52,2449.72,10000.00,0.00
118.10,255238.41,2448.81,10000.00,0.00
118.20,255483.20,2447.90,10000.00,0.00
118.30,255727.89,2446.99,10000.00,0.00
118.40,255972.50,2446.08,10000.00,0.00
118.50,256217.02,2445.18,10000.00,0.00
118.60,256461.45,2444.27,10000.00,0.00
118.70,256705.78,2443.36,10000.00,0.00
118.80,256950.03,2442.45,10000.00,0.00
118.90,257194.18,2441.55,10000.00,0.00
119.00,257438.25,2440.64,10000.00,0.00
119.10,257682.22,2439.73,10000.00,0.00
119.20,257926.10,2438.83,10000.00,0.00
119.30,258169.90,2437.92,10000.00,0.00
119.40,258413.60,2437.01,10000.00,0.00
119.50,258657.21,2436.10,10000.00,0.00
119.60,258900.73,2435.20,10000.00,0.00
119.70,259144.16,2434.29,10000.00,0.00
119.80,259387.49,2433.38,10000.00,0.00
119.90,259630.74,2432.48,10000.00,0.00
120.00,259873.90,2431.57,10000.00,0.00
120.10,260116.97,2430.66,10000.00,0.00
120.20,260359.94,2429.76,10000.00,0.00
120.30,260602.83,2428.85,10000.00,0.00
120.40,260845.62,2427.95,10000.00,0.00
120.50,261088.33,2427.04,10000.00,0.00
120.60,261330.94,2426.13,10000.00,0.00
120.70,261573.46,2425.23,10000.00,0.00
120.80,261815.89,2424.32,10000.00,0.00
120.90,262058.24,2423.41,10000.00,0.00
121.00,262300.49,2422.51,10000.00,0.00
121.10,262542.65,2421.60,10000.00,0.00
121.20,262784.72,2420.70,10000.00,0.00
121.30,263026.70,2419.79,10000.00,0.00
121.40,263268.58,2418.89,10000.00,0.00
121.50,263510.38,2417.98,10000.00,0.00
121.60,263752.09,2417.07,10000.00,0.00
121.70,263993.71,2416.17,10000.00,0.00
121.80,264235.23,2415.26,10000.00,0.00
121.90,264476.67,2414.36,10000.00,0.00
122.00,264718.01,2413.45,10000.00,0.00
122.10,264959.27,2412.55,10000.00,0.00
122.20,265200.43,2411.64,10000.00,0.00
122.30,265441.51,2410.74,10000.00,0.00
122.40,265682.49,2409.83,10000.00,0.00
122.50,265923.38,2408.93,10000.00,0.00
122.60,266164.19,2408.02,10000.00,0.00
